Title,Fuel,Km,Price(L)
2003  Maruti Suzuki 800 AC BS-III,Petrol,6363,0.86712
2003  Maruti Suzuki 800 AC BS-III,Petrol,65000,0.65
2003  Maruti Suzuki 800 AC BS-III,Petrol,100000,1
2003  Maruti Suzuki 800 AC BS-III,Petrol,75000,1.1
2003  Maruti Suzuki 800 AC BS-III,Petrol,68500,1
2003  Maruti Suzuki 800 DX 5 SPEED,Petrol,12000,0.75
2003  Maruti Suzuki 800 DX BS-II,Petrol,65000,0.5
2003  Maruti Suzuki 800 Std,Petrol,64000,0.35
2003  Maruti Suzuki 800 Std BS-II,Petrol,38000,0.4
2003  Maruti Suzuki 800 Std BS-II,Petrol,110000,0.35
2003  Maruti Suzuki 800 Std BS-II,Petrol,40000,0.5
2003  Maruti Suzuki Baleno LXi,Petrol,100,10
2003  Maruti Suzuki Esteem VXi,Petrol,2003,8.34
2003  Maruti Suzuki Grand Vitara XL-7 AT,Petrol,258,6
2003  Maruti Suzuki Grand Vitara XL-7 AT,Petrol,258,6
2003  Maruti Suzuki Grand Vitara XL-7 Ltd,Petrol,100,4
2003  Maruti Suzuki Grand Vitara XL-7 Ltd,Petrol,100,4
2003  Maruti Suzuki Grand Vitara XL-7 MT,Petrol,170000,3.5
2003  Maruti Suzuki Grand Vitara XL-7 MT,Petrol,170000,3.5
2003  Maruti Suzuki Gypsy King HT BS-II,Petrol,15000,3.5
2003  Maruti Suzuki Gypsy King HT BS-II,Petrol,50000,2.29
2003  Maruti Suzuki Gypsy King HT BS-II,Petrol,15000,3.5
2003  Maruti Suzuki Gypsy King HT BS-II,Petrol,50000,2.29
2003  Maruti Suzuki Gypsy King ST BS-II,Petrol,98000,3.25
2003  Maruti Suzuki Gypsy King ST BS-II,Petrol,98000,3.25
2003  Maruti Suzuki Versa DX,Petrol,44000,1.6
2003  Maruti Suzuki Versa DX,Petrol,44000,1.6
2003  Maruti Suzuki Zen 2 Door,Petrol,86000,3.1
2003  Maruti Suzuki Zen 2 Door,Petrol,120000,0.75
2003  Maruti Suzuki Zen D,Diesel,150000,1
2003  Maruti Suzuki Zen LX,Petrol,70000,1.5
2003  Maruti Suzuki Zen LX BS-II,Petrol,170000,0.65
2003  Maruti Suzuki Zen LX BS-II,Petrol,64600,0.8
2003  Maruti Suzuki Zen LX BS-II,Petrol,100000,0.75
2003  Maruti Suzuki Zen LX BS-II,Petrol,130000,1.5
2003  Maruti Suzuki Zen LX BS-III,Petrol,86776,1.81
2003  Maruti Suzuki Zen LX BS-III,Petrol,100000,1.8
2003  Maruti Suzuki Zen LXi,Petrol,106000,0.9
2003  Maruti Suzuki Zen LXi,Petrol,100008,0.85
2003  Maruti Suzuki Zen LXi,Petrol,200000,1
2003  Maruti Suzuki Zen LXi,Petrol,60000,0.45
2003  Maruti Suzuki Zen LXi BS-II,Petrol,100000,0.55
2003  Maruti Suzuki Zen LXi BS-II,Petrol,200000,0.5
2003  Maruti Suzuki Zen LXi BS-II,Petrol,100000,0.7
2003  Maruti Suzuki Zen LXi BS-III,Petrol,105000,1.5
2003  Maruti Suzuki Zen LXi BS-III,Petrol,100000,1
2003  Maruti Suzuki Zen LXi BS-III,Petrol,115000,1.9
2003  Maruti Suzuki Zen LXi BS-III,Petrol,90101,1.5
2003  Maruti Suzuki Zen LXi BS-III,Petrol,700000,1
2003  Maruti Suzuki Zen Std,Petrol,100000,1
2003  Maruti Suzuki Zen VXi,Petrol,54235,0.95
2003  Maruti Suzuki Zen VXi,Petrol,149000,0.5
2003  Mitsubishi Lancer Exel 2.0,Diesel,127000,1.5
2003  Mitsubishi Lancer GLd 2.0,Diesel,130000,1.2
2003  Skoda Octavia 1.9 TDi,Diesel,130000,1.8
2003  Toyota Camry V3,Petrol,300,1
2003  Toyota Camry V4 MT,Petrol,149000,3
2003  Toyota Celica Coupe,Petrol,200000,3
2003  Toyota Celica Coupe,Petrol,200000,3
2003  Toyota Corolla H1 1.8J,Petrol,80000,2.25
2003  Toyota Corolla H1 1.8J,Petrol,183000,3
2003  Toyota Corolla H2 1.8E,Petrol,44250,3.1
2003  Toyota Corolla H2 1.8E,Petrol,100000,3
2003  Toyota Corolla H2 1.8E,Petrol,98000,2.9
2003  Toyota Corolla H2 1.8E,Petrol,190000,2
2003  Toyota Corolla H5 1.8E,Petrol,100000,2.44
2003  Toyota Corolla HE 1.8J,Petrol,100000,2.1
2003  Toyota Corolla Levin Fz,Petrol,258986,0.4
2003  Toyota MR2 AW11 (4A-GE),Petrol,1500,14
2003  Toyota MR2 AW11 (4A-GE),Petrol,1500,14
2003  Toyota Qualis FS F3,Diesel,320000,2.8
2003  Toyota Qualis FS F5,Diesel,100000,1.7
2003  Toyota Qualis FS F7,Diesel,260000,4.9
2003  Toyota Qualis FS F7,Diesel,174000,3.79
2003  Toyota Qualis GS G4,Diesel,210000,3.5
2004  Audi S8 5.2 V10,Diesel,260,15
2004  Audi S8 5.2 V10,Diesel,260,15
2004  Chevrolet Forester AWD,Petrol,52000,4
2004  Chevrolet Forester AWD,Petrol,52000,4
2004  Chevrolet Forester AWD,Petrol,52000,4
2004  Chevrolet Forester AWD,Petrol,52000,4
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.6,Petrol,63000,1.35
2004  Chevrolet Optra 1.6,Petrol,29000,2.6
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra 1.8,Petrol,48000,2
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Chevrolet Optra LS 1.6,Petrol,80000,1.8
2004  Fiat Palio 1.2 ELX,Petrol,78676,0.9
2004  Fiat Petra D EL 1.9 PS,Diesel,98000,1.45
2004  Ford Ikon 1.3 CLXi NXt Finesse,Petrol,40000,2
2004  Ford Ikon 1.3 Flair,Petrol,35000,1
2004  Ford Ikon 1.3 Flair,Petrol,655887,2.22
2004  Ford Ikon 1.3 Flair,Petrol,85000,0.85
2004  Ford Ikon 1.8 SXi NXt,Diesel,107000,1.08
2004  Honda Accord 2.4 VTi-L AT,Petrol,120000,2.92
2004  Honda Accord 2.4 VTi-L AT,Petrol,98000,2
2004  Honda Accord 2.4 VTi-L AT,Petrol,730091,2
2004  Honda Accord 2.4 VTi-L AT,Petrol,175000,3.75
2004  Honda Accord 2.4 VTi-L AT,Petrol,120000,2.92
2004  Honda Accord 2.4 VTi-L AT,Petrol,98000,2
2004  Honda Accord 2.4 VTi-L AT,Petrol,730091,2
2004  Honda Accord 2.4 VTi-L MT,Petrol,103000,1.8
2004  Honda Accord 2.4 VTi-L MT,Petrol,743,5
2004  Honda Accord 2.4 VTi-L MT,Petrol,103000,1.8
2004  Honda Accord 2.4 VTi-L MT,Petrol,103000,1.8
2004  Honda Accord 3.0 V6 AT,Petrol,100000,3
2004  Honda Accord 3.0 V6 AT,Petrol,100000,3
2004  Honda CR-X Petrol,Petrol,120,1
2004  Honda Step WGN Wagon,Petrol,150000,1
2004  Hyundai Getz GL,Petrol,89000,0.64
2004  Hyundai Getz GL,Petrol,89000,0.64
2004  Hyundai Getz GLS,Petrol,95000,2
2004  Hyundai Sonata 2.7 V6,Petrol,53000,3.6
2004  Hyundai Sonata 2.7 V6,Petrol,53000,3.6
2004  Hyundai Sonata 2.7 V6,Petrol,53000,3.6
2004  Mahindra Marshal DI,Diesel,3000,3.51
2004  Mahindra Marshal DI,Diesel,100,20
2004  Maruti Suzuki 1000 AC,Petrol,450000,4
2004  Maruti Suzuki 1000 AC,Petrol,65000,1
2004  Maruti Suzuki 1000 AC,Petrol,100000,1
2004  Maruti Suzuki 1000 Std,Petrol,80000,0.9
2004  Maruti Suzuki 800 AC BS-II,Petrol,85000,0.8
2004  Maruti Suzuki 800 AC BS-II,Petrol,6000,0.5
2004  Maruti Suzuki 800 AC BS-II,Petrol,23437,0.45
2004  Maruti Suzuki 800 AC BS-II,Petrol,23000,2
2004  Maruti Suzuki 800 AC BS-II,Petrol,3390,3.04
2004  Maruti Suzuki 800 AC BS-III,Petrol,51800,1.25
2004  Maruti Suzuki 800 AC BS-III,Petrol,150000,1.25
2004  Maruti Suzuki 800 AC BS-III,Petrol,85000,0.8
2004  Maruti Suzuki 800 DX 5 SPEED,Petrol,24523,0.45
2004  Maruti Suzuki 800 Std,Petrol,38401,0.45
2004  Maruti Suzuki 800 Std BS-II,Petrol,74000,1
2004  Maruti Suzuki 800 Std BS-II,Petrol,19000,0.9
2004  Maruti Suzuki 800 Std BS-II,Petrol,84000,0.4
2004  Maruti Suzuki 800 Std BS-II,Petrol,90000,0.7
2004  Maruti Suzuki 800 Std BS-II,Petrol,65000,0.7
2004  Maruti Suzuki 800 Std BS-III,Petrol,50000,1.14
2004  Maruti Suzuki 800 Std MPFi,Petrol,53294,0.75
2004  Maruti Suzuki 800 Std MPFi,Petrol,68000,0.38
2004  Maruti Suzuki 800 Std MPFi,Petrol,40000,0.5
2004  Maruti Suzuki 800 Std MPFi,Petrol,34000,0.85
2004  Maruti Suzuki Baleno LXi,Petrol,150000,1
2004  Maruti Suzuki Baleno LXi,Petrol,487800,1.7
2004  Maruti Suzuki Baleno LXi,Petrol,140000,0.6
2004  Maruti Suzuki Baleno LXi,Petrol,400,7.01
2004  Maruti Suzuki Baleno VXI,Petrol,150000,0.65
2004  Maruti Suzuki Esteem LX BS-III,Petrol,84000,1.6
2004  Maruti Suzuki Esteem LXi BS-III,Petrol,100000,2.55
2004  Maruti Suzuki Esteem VXi BS-II,Petrol,55442,0.5
2004  Maruti Suzuki Esteem VXi BS-III,Petrol,106000,1.5
2004  Maruti Suzuki Esteem VXi BS-III,Petrol,88000,1.2
2004  Maruti Suzuki Gypsy King HT BS-II,Petrol,84000,4.5
2004  Maruti Suzuki Gypsy King HT BS-II,Petrol,84000,4.5
2004  Maruti Suzuki Versa DX,Petrol,98000,0.75
2004  Maruti Suzuki Versa DX,Petrol,98000,0.75
2004  Maruti Suzuki Zen 2 Door,Petrol,70000,0.5
2004  Maruti Suzuki Zen LX BS-II,Petrol,78527,1.2
2004  Maruti Suzuki Zen LX BS-II,Petrol,100000,0.5
2004  Maruti Suzuki Zen LX BS-II,Petrol,110000,0.55
2004  Maruti Suzuki Zen LX BS-II,Petrol,100000,0.75
2004  Maruti Suzuki Zen LX BS-II,Petrol,35000,0.8
2004  Maruti Suzuki Zen LX BS-II,Petrol,100000,0.95
2004  Maruti Suzuki Zen LXi BS-II,Petrol,65000,0.6
2004  Maruti Suzuki Zen LXi BS-II,Petrol,114400,1
2004  Maruti Suzuki Zen LXi BS-III,Petrol,110000,1.8
2004  Maruti Suzuki Zen LXi BS-III,Petrol,80000,1.28
2004  Maruti Suzuki Zen LXi BS-III,Petrol,80000,0.95
2004  Maruti Suzuki Zen Std,Petrol,106000,1.5
2004  Maruti Suzuki Zen Std,Petrol,50000,1.15
2004  Maruti Suzuki Zen VXi BS-II,Petrol,75000,0.7
2004  Maruti Suzuki Zen VXi BS-II,Petrol,45000,1.15
2004  Maruti Suzuki Zen VXi BS-II,Petrol,88888,1.25
2004  Maruti Suzuki Zen VXi BS-III,Petrol,91000,1.65
2004  Maruti Suzuki Zen VXi BS-III,Petrol,90000,1.6
2004  Mercedes-Benz C-Class 200 K AT,Petrol,78000,5.5
2004  Mitsubishi Lancer GLd 2.0,Diesel,220000,1.38
2004  Nissan X-Trail Elegance,Diesel,48500,7
2004  Nissan X-Trail Elegance,Diesel,48500,7
2004  Skoda Octavia 1.9 TDi,Diesel,218600,0.8
2004  Skoda Octavia 1.9 TDi,Diesel,130003,2.5
2004  Skoda Octavia Ambiente 2.0 MPi,Petrol,57625,4.25
2004  Skoda Octavia RS 1.8 Turbo,Petrol,80000,3.25
2004  Toyota Camry ACV30R,Petrol,120851,3.5
2004  Toyota Corolla H1 1.8J,Petrol,78000,2
2004  Toyota Corolla H1 1.8J,Petrol,125000,1.62
2004  Toyota Corolla H1 1.8J,Petrol,105000,1.6
2004  Toyota Corolla H2 1.8E,Petrol,83000,1.55
2004  Toyota Corolla H2 1.8E,Petrol,180000,2.1
2004  Toyota Corolla H2 1.8E,Petrol,160000,1.9
2004  Toyota Corolla H2 1.8E,Petrol,165000,2.25
2004  Toyota Corolla H2 1.8E,Petrol,90000,1.6
2004  Toyota Corolla H2 1.8E,Petrol,140000,2
2004  Toyota Corolla H3 1.8G,Petrol,98900,3.5
2004  Toyota Corolla H4 1.8G,Petrol,118000,3
2004  Toyota Corolla H4 1.8G,Petrol,145000,1.8
2004  Toyota Corolla H4 1.8G,Petrol,79000,2.75
2004  Toyota Corolla H4 1.8G,Petrol,69000,2.25
2004  Toyota Corolla HE 1.8J,Petrol,150000,1.51
2004  Toyota Qualis Fleet A3,Diesel,350000,2.15
2004  Toyota Qualis Fleet A3,Diesel,350000,2.5
2004  Toyota Qualis FS F2,Diesel,24479,3
2004  Toyota Qualis FS F2,Diesel,80000,2.5
2004  Toyota Qualis FS F3,Diesel,302323,1.8
2004  Toyota Qualis FS F7,Diesel,50000,1.5
2004  Toyota Qualis GS C3,Diesel,100000,3.3
2004  Toyota Qualis GS G4,Diesel,90000,2.75
2004  Toyota Qualis MYST L5,Diesel,140000,3.1
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra 1.6,Petrol,100000,2.6
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.6,Petrol,82892,2.65
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS 1.8,Petrol,66585,1.55
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS AT 1.8,Petrol,110000,2.2
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LS Elite 1.6,Petrol,54000,1.5
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Chevrolet Optra LT 1.8,Petrol,55000,1
2005  Ford Fiesta SXi 1.6,Petrol,120000,2
2005  Ford Fiesta ZXi 1.4 TDCi,Diesel,100000,2.5
2005  Ford Fusion 1.6 Petrol,Petrol,75000,1.93
2005  Ford Ikon 1.3 Flair,Petrol,43000,0.7
2005  Ford Ikon 1.3 Flair,Petrol,83333,0.8
2005  Ford Ikon 1.3 Flair,Petrol,67888,1.77
2005  Ford Ikon 1.3 Flair,Petrol,68000,1
2005  Ford Ikon 1.3 Flair,Petrol,70000,2
2005  Ford Ikon 1.3 Flair,Petrol,70000,1
2005  Ford Ikon 1.3 Flair,Petrol,100000,1.5
2005  Ford Ikon 1.3 Flair Josh100,Petrol,42530,1
2005  Ford Ikon 1.6 EXi NXt,Petrol,45000,1.1
2005  Ford Ikon 1.6 EXi NXt,Petrol,200000,1
2005  Ford Ikon 1.6 ZXi NXt,Petrol,89000,0.9
2005  Ford Ikon 1.6 ZXi NXt,Petrol,42000,1
2005  Ford Ikon 1.8 EXi NXt,Diesel,85000,0.65
2005  Ford Ikon 1.8 ZXi NXt,Diesel,86000,1.2
2005  Hindustan Motors Ambassador Classic 1500 DSL,Diesel,20000,0.7
2005  Honda Accord 2.4 VTi-L AT,Petrol,90000,3.08
2005  Honda Accord 2.4 VTi-L AT,Petrol,83000,2
2005  Honda Accord 2.4 VTi-L AT,Petrol,90000,3.08
2005  Honda Accord 2.4 VTi-L AT,Petrol,90000,3.08
2005  Honda Accord 2.4 VTi-L MT,Petrol,57000,2
2005  Honda Accord 3.0 V6 AT,Petrol,200000,4.5
2005  Honda Accord 3.0 V6 AT,Petrol,200000,4.5
2005  Honda CR-V 2.4 MT,Petrol,79845,4.25
2005  Honda CR-V 2.4 MT,Petrol,79845,4.25
2005  Hyundai Accent GLE 1,Petrol,48652,1.9
2005  Hyundai Getz GL,Petrol,140050,1.2
2005  Hyundai Getz GLS,Petrol,112000,1.55
2005  Hyundai Getz GLS,Petrol,112000,1.55
2005  Hyundai Getz GLS,Petrol,55000,1.6
2005  Hyundai Getz GLS,Petrol,120581,1.6
2005  Hyundai Getz GLS,Petrol,112000,1.55
2005  Hyundai Getz GLS,Petrol,55000,1.6
2005  Hyundai Getz GLS,Petrol,120581,1.6
2005  Hyundai Getz GLS ABS,Petrol,111000,0.5
2005  Hyundai Getz GLX,Petrol,68000,2.5
2005  Hyundai Getz GLX,Petrol,68000,2.5
2005  Hyundai Getz GVS,Petrol,1,2
2005  Hyundai Getz GVS,Petrol,1,2
2005  Hyundai Getz GVS,Petrol,1,2
2005  Hyundai Getz GVS,Petrol,80000,1.5
2005  Hyundai Sonata Embera AT(Leather),Petrol,70935,2.85
2005  Hyundai Sonata Embera AT(Leather),Petrol,70935,2.85
2005  Hyundai Sonata Embera AT(Leather),Petrol,70935,2.85
2005  Hyundai Sonata GOLD,Petrol,72000,2.25
2005  Hyundai Sonata GOLD,Petrol,95247,2.5
2005  Hyundai Sonata GOLD,Petrol,72000,2.25
2005  Hyundai Sonata GOLD,Petrol,95247,2.5
2005  Hyundai Sonata GOLD,Petrol,72000,2.25
2005  Hyundai Sonata GOLD,Petrol,95247,2.5
2005  Mahindra Armada AC,Diesel,1234,1
2005  Mahindra Marshal DI,Diesel,200000,1.6
2005  Mahindra Marshal DI,Diesel,150000,1.75
2005  Mahindra Marshal DX Royale,Diesel,90000,1.85
2005  Mahindra Scorpio 2.6 DX,Diesel,105000,2.2
2005  Maruti Suzuki 1000 AC,Petrol,110,15
2005  Maruti Suzuki 800 AC BS-II,Petrol,75000,1.05
2005  Maruti Suzuki 800 AC BS-II,Petrol,30000,0.65
2005  Maruti Suzuki 800 AC BS-II,Petrol,92000,0.65
2005  Maruti Suzuki 800 AC BS-II,Petrol,75000,0.8
2005  Maruti Suzuki 800 AC BS-II,Petrol,76000,0.8
2005  Maruti Suzuki 800 AC BS-II,Petrol,100000,1
2005  Maruti Suzuki 800 AC BS-III,Petrol,54204,1.1
2005  Maruti Suzuki 800 AC BS-III,Petrol,70000,1
2005  Maruti Suzuki 800 AC BS-III,Petrol,15000,0.9
2005  Maruti Suzuki 800 Std BS-III,Petrol,52000,0.8
2005  Maruti Suzuki 800 Std MPFi,Petrol,25818,0.84
2005  Maruti Suzuki 800 Std MPFi,Petrol,14250,0.5
2005  Maruti Suzuki Baleno LXi,Petrol,60000,0.58
2005  Maruti Suzuki Esteem LXi BS-III,Petrol,100000,2
2005  Maruti Suzuki Esteem LXi BS-III,Petrol,90000,1.5
2005  Maruti Suzuki Esteem LXi BS-III,Petrol,70000,1.5
2005  Maruti Suzuki Esteem VXi BS-III,Petrol,89445,1.5
2005  Maruti Suzuki Esteem VXi BS-III,Petrol,96100,1.3
2005  Maruti Suzuki Esteem VXi BS-III,Petrol,82000,1.5
2005  Maruti Suzuki Gypsy MG410W ST,Petrol,12345,0.4
2005  Maruti Suzuki Gypsy MG410W ST,Petrol,12345,0.4
2005  Maruti Suzuki Omni 5 STR BS-II,Petrol,67220,0.46068
2005  Maruti Suzuki Versa DX BS-III,Petrol,100000,1.6
2005  Maruti Suzuki Versa DX BS-III,Petrol,102000,1.9
2005  Maruti Suzuki Versa DX BS-III,Petrol,144000,1.28
2005  Maruti Suzuki Versa DX BS-III,Petrol,100000,1.6
2005  Maruti Suzuki Versa DX BS-III,Petrol,102000,1.9
2005  Maruti Suzuki Versa DX BS-III,Petrol,144000,1.28
2005  Maruti Suzuki Zen LX BS-III,Petrol,35000,0.85
2005  Maruti Suzuki Zen LX BS-III,Petrol,120000,1
2005  Maruti Suzuki Zen LXi BS-II,Petrol,140525,0.9
2005  Maruti Suzuki Zen LXi BS-II,Petrol,45000,0.75
2005  Maruti Suzuki Zen LXi BS-II,Petrol,140000,0.5
2005  Maruti Suzuki Zen LXi BS-II,Petrol,70000,0.45
2005  Maruti Suzuki Zen LXi BS-II,Petrol,103025,0.75
2005  Maruti Suzuki Zen LXi BS-III,Petrol,89000,0.98
2005  Maruti Suzuki Zen LXi BS-III,Petrol,65000,1.4
2005  Maruti Suzuki Zen LXi BS-III,Petrol,100000,0.9
2005  Maruti Suzuki Zen LXi BS-III,Petrol,65000,1
2005  Maruti Suzuki Zen LXi BS-III,Petrol,170000,1.3
2005  Maruti Suzuki Zen LXi BS-III,Petrol,17000,0.8
2005  Maruti Suzuki Zen LXi BS-III,Petrol,80000,1.6
2005  Maruti Suzuki Zen LXi BS-III,Petrol,90000,1.3
2005  Maruti Suzuki Zen VXi BS-II,Petrol,69000,0.69999
2005  Maruti Suzuki Zen VXi BS-II,Petrol,750750,0.75
2005  Maruti Suzuki Zen VXi BS-III,Petrol,120000,1.8
2005  Maruti Suzuki Zen VXi BS-III,Petrol,120000,0.85
2005  Maruti Suzuki Zen VXi BS-III,Petrol,18000,1.5
2005  Mercedes-Benz 200 Petrol,Petrol,100000,2.5
2005  Mercedes-Benz 200 Petrol,Petrol,100000,2.5
2005  Mercedes-Benz 200 Petrol,Petrol,100000,2.5
2005  Mercedes-Benz 200 Petrol,Petrol,100000,2.5
2005  Nissan X-Trail Elegance,Diesel,125600,6
2005  Nissan X-Trail Elegance,Diesel,125600,6
2005  Opel Corsa 1.4 GSi,Petrol,80000,1.7
2005  Skoda Octavia Elegance 1.9 TDI,Diesel,200000,3
2005  Skoda Octavia L&K,Diesel,140000,2
2005  Skoda Octavia Rider 2.0 MPI,Petrol,55000,2.25
2005  Toyota Camry V4 MT,Petrol,300000,3.5
2005  Toyota Camry V6 AT,Petrol,85000,2.55
2005  Toyota Corolla H1 1.8J,Petrol,100000,3.5
2005  Toyota Corolla H2 1.8E,Petrol,60000,2.15
2005  Toyota Corolla H2 1.8E,Petrol,180000,2.9
2005  Toyota Corolla H2 1.8E,Petrol,110000,1.5
2005  Toyota Corolla H2 1.8E,Petrol,140000,2
2005  Toyota Corolla H2 1.8E,Petrol,100000,2.83
2005  Toyota Corolla H2 1.8E,Petrol,145000,1.9
2005  Toyota Corolla H2 1.8E,Petrol,34000,2.4
2005  Toyota Corolla H3 1.8G,Petrol,98000,4
2005  Toyota Corolla H3 1.8G,Petrol,16000,1.98
2005  Toyota Corolla H3 1.8G,Petrol,130000,2.3
2005  Toyota Corolla H4 1.8G,Petrol,71000,1.4
2005  Toyota Corolla H4 1.8G,Petrol,148500,1.25
2005  Toyota Corolla H4 1.8G,Petrol,250000,2
2005  Toyota Corolla H4 1.8G,Petrol,149000,1.25
2005  Toyota Corolla H5 1.8E,Petrol,150000,3.4
2005  Toyota Corolla HE 1.8J,Petrol,105000,4.2
2005  Toyota Corolla HE 1.8J,Petrol,210000,3
2005  Toyota Corona Petrol,Petrol,770968,7.9
2005  Toyota Corona Petrol,Petrol,770968,7.9
2005  Volkswagen Caravelle T3,Petrol,110000,3
2005  Volkswagen Caravelle T3,Petrol,110000,3
2005  Volkswagen Caravelle T3,Petrol,110000,3
2006  BMW 6 Series 645i,Petrol,9000,25
2006  BMW 6 Series 645i,Petrol,9000,25
2006  BMW 6 Series 645i,Petrol,9000,25
2006  BMW 6 Series 645i,Petrol,9000,25
2006  BMW 6 Series 645i,Petrol,9000,25
2006  BMW 6 Series 650,Petrol,9500,25
2006  BMW 6 Series 650,Petrol,9500,25
2006  BMW 6 Series 650,Petrol,9500,25
2006  BMW 6 Series 650,Petrol,9500,25
2006  BMW 6 Series 650,Petrol,9500,25
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  BMW X5 SAV 4.4i,Petrol,70000,7.5
2006  Chevrolet Aveo 1.4,Petrol,65000,2
2006  Chevrolet Aveo 1.4,Petrol,79000,1.5
2006  Chevrolet Aveo 1.4,Petrol,58000,2.3
2006  Chevrolet Aveo 1.4,Petrol,65000,2
2006  Chevrolet Aveo 1.4,Petrol,79000,1.5
2006  Chevrolet Aveo 1.4,Petrol,58000,2.3
2006  Chevrolet Aveo LS 1.4,Petrol,101281,2.25
2006  Chevrolet Aveo LS 1.4,Petrol,77765,2.7
2006  Chevrolet Aveo LS 1.4,Petrol,70000,2
2006  Chevrolet Aveo LS 1.4,Petrol,101281,2.25
2006  Chevrolet Aveo LS 1.4,Petrol,77765,2.7
2006  Chevrolet Aveo LS 1.4,Petrol,70000,2
2006  Chevrolet Aveo LT 1.6,Petrol,70000,1.69
2006  Chevrolet Aveo LT 1.6,Petrol,130000,1.6
2006  Chevrolet Aveo LT 1.6,Petrol,76000,1.9
2006  Chevrolet Aveo LT 1.6,Petrol,48000,1.25
2006  Chevrolet Aveo LT 1.6,Petrol,70000,1.69
2006  Chevrolet Aveo LT 1.6,Petrol,130000,1.6
2006  Chevrolet Aveo LT 1.6,Petrol,76000,1.9
2006  Chevrolet Aveo LT 1.6,Petrol,48000,1.25
2006  Chevrolet Aveo U-VA 1.2,Petrol,160000,1.1
2006  Chevrolet Aveo U-VA 1.2,Petrol,160000,1.1
2006  Chevrolet Optra LS Elite 1.6,Petrol,80000,1.2
2006  Chevrolet Optra LS Elite 1.6,Petrol,80000,1.2
2006  Chevrolet Optra LS Elite 1.6,Petrol,80000,1.2
2006  Chevrolet Optra LS Elite 1.6,Petrol,80000,1.2
2006  Chevrolet Optra LS Elite 1.6,Petrol,80000,1.2
