year,company,model,fuel,km,price(L)
2009,Chevrolet,Aveo,Petrol,150000,0.85
2009,Chevrolet,Aveo,Petrol,99600,2
2009,Chevrolet,Aveo,Petrol,65000,1.56
2009,Chevrolet,Aveo,Petrol,48000,1.55
2009,Chevrolet,Aveo,Petrol,70000,1.65
2009,Chevrolet,Captiva,Diesel,137354,2.64
2009,Chevrolet,Captiva,Diesel,110000,3
2009,Chevrolet,Cruze,Diesel,190000,2
2009,Chevrolet,Cruze,Diesel,100000,2.5
2009,Chevrolet,Optra,Diesel,130000,1.5
2009,Chevrolet,Optra,Diesel,115442,2.65
2009,Chevrolet,Optra,Diesel,110000,1.25
2009,Chevrolet,Optra,Petrol,52000,2.5
2009,Chevrolet,Spark,Petrol,34500,1.5
2009,Chevrolet,Spark,Petrol,46000,0.75
2009,Chevrolet,Spark,Petrol,81500,0.8
2009,Chevrolet,Spark,Petrol,21000,1.36
2009,Chevrolet,Spark,Petrol,25000,1.5
2009,Chevrolet,Spark,Petrol,66000,1.4
2009,Chevrolet,Spark,Petrol,59975,1
2009,Chevrolet,Spark,Petrol,70000,1.1
2009,Chevrolet,Spark,Petrol,83000,1.75
2009,Chevrolet,Spark,Petrol,110000,1.05
2009,Chevrolet,Spark,Petrol,90000,1.2
2009,Chevrolet,Spark,Petrol,34000,1.8
2009,Chevrolet,Spark,Petrol,68000,1.1
2009,Chevrolet,Spark,Petrol,19500,1.25
2009,Chevrolet,Spark,Petrol,60000,0.7
2009,Chevrolet,Spark,Petrol,71000,1.2
2009,Chevrolet,Spark,Petrol,85000,1.3
2009,Chevrolet,Spark,Petrol,50000,1
2009,Chevrolet,Spark,Petrol,99000,1.28
2009,Chevrolet,Spark,Petrol,64365,0.975
2009,Chevrolet,Spark,Petrol,111000,1.1
2009,Chevrolet,Spark,Petrol,98000,0.75
2009,Chevrolet,Spark,Petrol,35000,2
2009,Chevrolet,Spark,Petrol,40000,1.6
2009,Chevrolet,Spark,Petrol,49000,1.6
2009,Chevrolet,Spark,Petrol,71000,1.3
2009,Chevrolet,Spark,Petrol,55000,1.02
2009,Chevrolet,Spark,Petrol,38000,1
2009,Chevrolet,Spark,Petrol,100000,1.2
2009,Chevrolet,Spark,Petrol,75000,1
2009,Chevrolet,Spark,Petrol,39000,1.25
2009,Chevrolet,Spark,Petrol,82000,0.75
2009,Chevrolet,Spark,Petrol,67000,2
2009,Chevrolet,Spark,Petrol,56000,1.3
2009,Chevrolet,Spark,LPG,80000,0.8
2009,Chevrolet,Spark,LPG,82000,0.7
2009,Chevrolet,Spark,LPG,140000,1.55
2009,Chevrolet,Spark,LPG,107000,1.1
2009,Chevrolet,Spark,Petrol,44000,1.75
2009,Chevrolet,Spark,Petrol,68000,1.25
2009,Chevrolet,Spark,Petrol,31000,1.5
2009,Chevrolet,Spark,Petrol,48000,0.8
2009,Chevrolet,Spark,Petrol,110000,1.29
2009,Chevrolet,Spark,Petrol,70000,1.5
2009,Chevrolet,Spark,Petrol,31000,1.8
2009,Chevrolet,Spark,Petrol,170000,0.7
2009,Chevrolet,Spark,Petrol,56000,0.9
2009,Chevrolet,Spark,Petrol,45000,1.45
2009,Chevrolet,Spark,Petrol,87000,0.93
2009,Chevrolet,Spark,Petrol,63000,1.4
2009,Chevrolet,Spark,Petrol,150000,1
2009,Chevrolet,Spark,Petrol,80000,1
2009,Chevrolet,Spark,LPG,91000,1.6
2009,Chevrolet,Spark,Petrol,120000,1
2009,Chevrolet,Spark,Petrol,19050,1.45
2009,Chevrolet,Spark,Petrol,19506,1.8
2009,Chevrolet,Spark,Petrol,47500,1.2
2009,Fiat,500,Diesel,11300,12.5
2009,Fiat,Linea,Diesel,90000,1.5
2009,Fiat,Linea,Diesel,82000,1.35
2009,Fiat,Linea,Petrol,80000,1.4
2009,Fiat,Palio,Diesel,145000,0.95
2009,Fiat,Palio,Petrol,55000,1.3
2009,Fiat,Palio,Petrol,51000,1.25
2009,Fiat,Petra,Petrol,100000,1.5
2009,Fiat,Punto,Petrol,73000,1.5
2009,Fiat,Punto,Diesel,170000,1.6
2009,Fiat,Punto,Diesel,73000,2
2009,Fiat,Punto,Petrol,78000,1.7
2009,Fiat,Punto,Petrol,52000,2.2
2009,Fiat,Punto,Diesel,72000,1.65
2009,Fiat,Punto,Diesel,125000,2
2009,Fiat,Punto,Diesel,116000,2.3
2009,Fiat,Punto,Diesel,159000,1.75
2009,Fiat,Punto,Petrol,65000,1.35
2009,Fiat,Punto,Petrol,85000,1.6
2009,Ford,Endeavour,Diesel,166600,6
2009,Ford,Fiesta,Petrol,70000,2.2
2009,Ford,Fiesta,Petrol,165000,2.4
2009,Ford,Fiesta,Petrol,196000,2
2009,Ford,Fiesta,Petrol,150000,1.8
2009,Ford,Fiesta,Petrol,110000,2.4
2009,Ford,Fiesta,Petrol,68000,1.5
2009,Ford,Fiesta,Diesel,114000,2.29
2009,Ford,Fiesta,Diesel,68111,0.99999
2009,Ford,Fiesta,Diesel,85000,1.15
2009,Ford,Fiesta,Diesel,130000,2
2009,Ford,Fiesta,Diesel,151000,1.55
2009,Ford,Fiesta,Diesel,121000,1.6
2009,Ford,Fiesta,Petrol,88000,1.35
2009,Ford,Fiesta,Petrol,102000,1.3
2009,Ford,Fiesta,Petrol,91313,2.45
2009,Ford,Fiesta,Petrol,92000,2
2009,Ford,Fiesta,Petrol,100000,2.2
2009,Ford,Fiesta,Diesel,110000,1
2009,Ford,Fiesta,Diesel,120000,2.53
2009,Ford,Fiesta,Diesel,85000,1.8
2009,Ford,Fiesta,Diesel,149000,1.5
2009,Ford,Fiesta,Diesel,150000,1.25
2009,Ford,Fiesta,Petrol,137245,1.6
2009,Ford,Fiesta,Petrol,125000,2.25
2009,Ford,Fiesta,Petrol,72000,2.5
2009,Ford,Fiesta,Petrol,78000,2
2009,Ford,Fiesta,Diesel,80000,1.25
2009,Ford,Fiesta,Diesel,90000,1.2
2009,Ford,Fiesta,Petrol,81720,1.5
2009,Ford,Fiesta,Petrol,94000,2
2009,Ford,Fiesta,Petrol,76000,2
2009,Ford,Fiesta,Petrol,100000,1.2
2009,Ford,Fiesta,Petrol,79000,1.8
2009,Ford,Fiesta,Petrol,24000,2.5
2009,Ford,Fusion,Diesel,114000,1.8
2009,Ford,Ikon,Petrol,71000,1.6
2009,Ford,Ikon,Diesel,80000,1.9
2009,Ford,Ikon,Diesel,141000,1.95
2009,Ford,Ikon,Diesel,88000,1.45
2009,Ford,Ikon,Diesel,210000,1
2009,Ford,Ikon,Diesel,153000,1.25
2009,Ford,Ikon,Diesel,129000,1
2009,Ford,Ikon,Diesel,90000,2
2009,Ford,Ikon,Diesel,91000,1.15
2009,Ford,Ikon,Diesel,170000,2.25
2009,Ford,Ikon,Diesel,155000,1.7
2009,Ford,Ikon,Diesel,70000,1.15
2009,Ford,Ikon,Diesel,147000,1
2009,Ford,Ikon,Diesel,229000,1.35
2009,Ford,Ikon,Diesel,100000,2.03
2009,Ford,Ikon,Petrol,80000,1.25
2009,Ford,Ikon,Petrol,45000,1.5
2009,Hindustan Motors,Ambassador,Petrol,65450,3.2
2009,Honda,Accord,Petrol,78000,2.99
2009,Honda,Accord,Petrol,79000,3.16
2009,Honda,Accord,Petrol,98242,5.25
2009,Honda,Accord,Petrol,91000,3.15
2009,Honda,Accord,Petrol,62000,2.2
2009,Honda,Accord,Petrol,107000,2.5
2009,Honda,Accord,Petrol,65000,3.3
2009,Honda,Accord,Petrol,89000,3.3
2009,Honda,Accord,Petrol,200000,3.5
2009,Honda,Accord,Petrol,171000,3.2
2009,Honda,Accord,Petrol,90221,2.84
2009,Honda,Accord,Petrol,79000,3.15
2009,Honda,Accord,Petrol,70000,4.5
2009,Honda,Accord,Petrol,65000,4
2009,Honda,Accord,Petrol,49000,3.5
2009,Honda,Accord,Petrol,80000,2.8
2009,Honda,Accord,Petrol,147000,4.35
2009,Honda,Accord,Petrol,90000,3.5
2009,Honda,Accord,Petrol,77000,3.45
2009,Honda,Accord,Petrol,63000,3.25
2009,Honda,Accord,Petrol,67000,3.5
2009,Honda,Accord,Petrol,137000,2.5
2009,Honda,Accord,Petrol,64467,3.2
2009,Honda,City,Petrol,68000,2.9
2009,Honda,City,Petrol,50500,2.5
2009,Honda,Civic,Petrol,65000,3.75
2009,Honda,Civic,Petrol,90000,3.15
2009,Honda,Civic,Petrol,150000,3
2009,Honda,Civic,Petrol,33000,2.5
2009,Honda,Civic,Petrol,68000,2.5
2009,Honda,Civic,Petrol,48900,3.9
2009,Honda,Civic,Petrol,40914,2
2009,Honda,Civic,Petrol,65000,2.4
2009,Honda,Civic,Petrol,40000,2
2009,Honda,Civic,Petrol,89000,2.35
2009,Honda,Civic,Petrol,55000,2.75
2009,Honda,Civic,Petrol,137000,3.8
2009,Honda,Civic,Petrol,73195,2.75
2009,Honda,Civic,Petrol,85371,1.85
2009,Honda,Civic,Petrol,104000,2.75
2009,Honda,Civic,Petrol,750000,2.63
2009,Honda,Civic,Petrol,107551,2.7
2009,Honda,Civic,Petrol,83359,3
2009,Honda,Civic,Petrol,134188,4.75
2009,Honda,Civic,Petrol,116000,2.29
2009,Honda,Civic,Petrol,105000,3.6
2009,Honda,Civic,Petrol,140000,3.2
2009,Honda,Civic,Petrol,103000,3.4
2009,Honda,Civic,Petrol,175000,3.01
2009,Honda,Civic,Petrol,53000,3
2009,Honda,Civic,Petrol,142920,2.25
2009,Honda,Civic,Petrol,159000,1.8
2009,Honda,Civic,Petrol,55000,3.3
2009,Honda,Civic,Petrol,86000,2.5
2009,Honda,Civic,Petrol,79586,3
2009,Honda,CR-V,Petrol,93750,4
2009,Hyundai,Accent,CNG,80000,1.75
2009,Hyundai,Accent,Petrol,83947,2.12
2009,Hyundai,Accent,Petrol,82646,2.44
2009,Hyundai,Accent,Petrol,61000,1.9
2009,Hyundai,Accent,Petrol,68000,1.95
2009,Hyundai,Accent,Petrol,98000,1.22
2009,Hyundai,Accent,Petrol,70000,1.85
2009,Hyundai,Getz,Petrol,104288,1.1
2009,Hyundai,Getz,Petrol,105000,1.55
2009,Hyundai,Getz,Petrol,85000,1.9
2009,Hyundai,Getz,Petrol,62000,1.5
2009,Hyundai,Getz,Petrol,75000,0.99
2009,Hyundai,Getz,Diesel,112000,1.5
2009,Hyundai,Getz,Diesel,64000,1.8
2009,Hyundai,Getz,Diesel,163000,2.57
2009,Hyundai,i10,Petrol,66452,1.6
2009,Hyundai,i10,Petrol,63000,1.4
2009,Hyundai,i10,Petrol,43000,2.5
2009,Hyundai,i10,Petrol,55000,1.65
2009,Hyundai,i10,Petrol,85168,1.79
2009,Hyundai,i10,Petrol,84912,1.84
2009,Hyundai,i10,Petrol,61865,2.08
2009,Hyundai,i10,Petrol,87280,2.08
2009,Hyundai,i10,Petrol,87280,2.02
2009,Hyundai,i10,Petrol,61865,2
2009,Hyundai,i10,Petrol,87582,1.78
2009,Hyundai,i10,Petrol,61865,2
2009,Hyundai,i10,Petrol,106281,2.18
2009,Hyundai,i10,Petrol,106281,1.99
2009,Hyundai,i10,Petrol,106393,1.77
2009,Hyundai,i10,Petrol,49767,2.62
2009,Hyundai,i10,Petrol,49891,2.42
2009,Hyundai,i10,Petrol,81000,3.05
2009,Hyundai,i10,Petrol,69442,3.45
2009,Hyundai,i10,Petrol,53149,3.5
2009,Hyundai,i10,Petrol,108231,2.75
2009,Hyundai,i10,Petrol,65000,2.11
2009,Hyundai,i20,Petrol,66506,3.49
2009,Hyundai,i20,Petrol,70362,2.65
2009,Hyundai,Santro,LPG,99000,1.75
2009,Hyundai,Sonata,Diesel,140000,2.25
2009,Land Rover,Freelander,Diesel,116350,9.5
2009,Land Rover,Range Rover,Diesel,106000,32
2009,Land Rover,Range Rover,Petrol,82000,18.5
2009,Mahindra,Bolero,Diesel,105000,3.2
2009,Mahindra,Bolero,Diesel,130000,3
2009,Mahindra,"Bolero', 'SL",Diesel,144000,2.9
2009,Renault,Logan,Diesel,185000,1.11
2009,Renault,Logan,Diesel,85000,1.49
2009,Renault,GL,Petrol,85000,1.25
2009,Renault,GL,Petrol,37000,2
2009,Renault,GL,Petrol,59508,2
2009,Mahindra,Scorpio,Diesel,90000,3.65
2009,Mahindra,Scorpio,Diesel,84240,3.2
2009,Mahindra,Xylo,Diesel,79000,2.45
2009,Mahindra,Xylo,Diesel,201000,1.8
2009,Mahindra,Xylo,Diesel,180523,4.5
2009,Mahindra,Xylo,Diesel,152000,2
2009,Mahindra,Xylo,Diesel,95000,2
2009,Mahindra,Xylo,Diesel,90000,1.55
2009,Mahindra,Xylo,Diesel,141500,2.1
2009,Mahindra,Xylo,Diesel,120585,2.5
2009,Mahindra,Xylo,Diesel,150000,1.8
2009,Mahindra,Xylo,Diesel,128485,2
2009,Mahindra,Xylo,Diesel,180000,3
2009,Mahindra,Xylo,Diesel,100000,3.75
2009,Mahindra,Xylo,Diesel,202000,2.2
2009,Mahindra,Xylo,Diesel,162222,2.5
2009,Mahindra,Xylo,Diesel,150000,2.7
2009,Mahindra,Xylo,Diesel,92000,3
2009,Mahindra,Xylo,Diesel,56117,2.95
2009,Mahindra,Xylo,Diesel,223492,3.6
2009,Mahindra,Xylo,Diesel,140000,4
2009,Mahindra,Xylo,Diesel,95000,2.8
2009,Mahindra,Xylo,Diesel,150000,2.1
2009,Mahindra,Xylo,Diesel,223500,3.6
2009,Mahindra,Xylo,Diesel,190000,2.6
2009,Mahindra,Xylo,Diesel,125000,2.75
2009,Mahindra,Xylo,Diesel,140000,3.85
2009,Mahindra,Xylo,Diesel,80000,3
2009,Mahindra,Xylo,Diesel,125000,3.25
2009,Mahindra,Xylo,Diesel,86000,2.25
2009,Mahindra,Xylo,Diesel,97000,2.5
2009,Mahindra,Xylo,Diesel,250000,4
2009,Mahindra,Xylo,Diesel,52000,3
2009,Mahindra,Xylo,Diesel,98200,1.99
2009,Mahindra,Xylo,Diesel,159000,2.5
2009,Mahindra,Xylo,Diesel,151000,2.5
2009,Mahindra,Xylo,Diesel,87000,4.85
2009,Mahindra,Xylo,Diesel,105000,3
2009,Mahindra,Xylo,Diesel,124000,2
2009,Mahindra,Xylo,Diesel,90000,2.8
2009,Mahindra,Xylo,Diesel,123000,2.8
2009,Mahindra,Xylo,Diesel,129000,2.29
2009,Mahindra,Xylo,Diesel,150000,4.5
2009,Mahindra,Xylo,Diesel,50000,3.25
2009,Maruti Suzuki,1000,Petrol,78000,1.5
2009,Maruti Suzuki,1000,Petrol,79000,1.2
2009,Maruti Suzuki,1000,Petrol,93000,1.6
2009,Maruti Suzuki,1000,Petrol,101576,5.5
2009,Maruti Suzuki,1000,Petrol,98500,0.75
2009,Maruti Suzuki,1000,Petrol,820949,0.82094
2009,Maruti Suzuki,800,Petrol,47000,1.15
2009,Maruti Suzuki,800,Petrol,56000,1.8
2009,Maruti Suzuki,800,Petrol,18000,2
2009,Maruti Suzuki,800,Petrol,35000,2
2009,Maruti Suzuki,800,Petrol,95000,1.5
2009,Maruti Suzuki,800,Petrol,70000,0.9
2009,Maruti Suzuki,800,LPG,20000,0.7
2009,Maruti Suzuki,800,LPG,80000,0.8
2009,Maruti Suzuki,800,Petrol,111000,0.62
2009,Maruti Suzuki,800,Petrol,51000,1.4
2009,Maruti Suzuki,Alto,Petrol,65000,1.9
2009,Maruti Suzuki,Alto,Petrol,79752,2.15
2009,Maruti Suzuki,Alto,Petrol,51000,1.2
2009,Maruti Suzuki,Alto,Petrol,60506,2
2009,Maruti Suzuki,Alto,Petrol,57000,1.5
2009,Maruti Suzuki,A-Star,Petrol,51000,1.7
2009,Maruti Suzuki,A-Star,Petrol,153000,1.6
2009,Maruti Suzuki,A-Star,Petrol,101000,1.6
2009,Maruti Suzuki,A-Star,Petrol,60000,1.25
2009,Maruti Suzuki,A-Star,Petrol,82000,2
2009,Maruti Suzuki,A-Star,Petrol,38000,1.45
2009,Maruti Suzuki,A-Star,Petrol,75000,2
2009,Maruti Suzuki,A-Star,Petrol,97000,2.25
2009,Maruti Suzuki,A-Star,Petrol,80000,1.75
2009,Maruti Suzuki,A-Star,Petrol,65000,1.4
2009,Maruti Suzuki,A-Star,Petrol,30000,2.5
2009,Maruti Suzuki,A-Star,Petrol,89000,1.8
2009,Maruti Suzuki,A-Star,Petrol,115000,1.5
2009,Maruti Suzuki,A-Star,Petrol,70000,2.15
2009,Maruti Suzuki,A-Star,Petrol,45473,1.43
2009,Maruti Suzuki,A-Star,Petrol,47057,1.87
2009,Maruti Suzuki,A-Star,Petrol,47057,1.88
2009,Maruti Suzuki,A-Star,Petrol,47542,1.83
2009,Maruti Suzuki,A-Star,Petrol,35078,1.38
2009,Maruti Suzuki,A-Star,Petrol,64000,1.3
2009,Maruti Suzuki,A-Star,Petrol,108000,1.75
2009,Maruti Suzuki,A-Star,Petrol,72000,1.48
2009,Maruti Suzuki,A-Star,Petrol,90000,2
2009,Maruti Suzuki,A-Star,Petrol,120000,1.4
2009,Maruti Suzuki,A-Star,Petrol,88500,2.5
2009,Maruti Suzuki,A-Star,Petrol,60000,1.5
2009,Maruti Suzuki,A-Star,Petrol,97000,1.47
2009,Maruti Suzuki,A-Star,Petrol,180000,2.35
2009,Maruti Suzuki,A-Star,Petrol,93000,2.54
2009,Maruti Suzuki,A-Star,Petrol,119000,1.9
2009,Maruti Suzuki,A-Star,Petrol,69000,2
2009,Maruti Suzuki,A-Star,Petrol,77000,1.8
2009,Maruti Suzuki,A-Star,Petrol,69000,1.3
2009,Maruti Suzuki,A-Star,Petrol,65000,2
2009,Maruti Suzuki,A-Star,Petrol,160000,1.65
2009,Maruti Suzuki,A-Star,Petrol,97000,1.64
2009,Maruti Suzuki,A-Star,Petrol,24000,1.89
2009,Maruti Suzuki,A-Star,Petrol,120000,2.5
2009,Maruti Suzuki,A-Star,Petrol,150000,1
2009,Maruti Suzuki,A-Star,Petrol,50936,1.85
2009,Maruti Suzuki,A-Star,Petrol,108000,1.35
2009,Maruti Suzuki,A-Star,Petrol,178000,0.85
2009,Maruti Suzuki,A-Star,Petrol,137000,1.9
2009,Maruti Suzuki,A-Star,Petrol,50000,1.9
2009,Maruti Suzuki,A-Star,Petrol,50000,1.89
2009,Maruti Suzuki,A-Star,Petrol,80000,2
2009,Maruti Suzuki,A-Star,Petrol,148000,2
2009,Maruti Suzuki,A-Star,Petrol,169000,1.2
2009,Maruti Suzuki,A-Star,Petrol,58000,2.85
2009,Maruti Suzuki,A-Star,Petrol,82000,1.65
2009,Maruti Suzuki,A-Star,Petrol,85000,1
2009,Maruti Suzuki,A-Star,Petrol,93000,2.5
2009,Maruti Suzuki,A-Star,Petrol,70000,2
2009,Maruti Suzuki,A-Star,Petrol,95230,0.95
2009,Maruti Suzuki,A-Star,Petrol,72000,2.8
2009,Maruti Suzuki,A-Star,Petrol,70000,1.2
2009,Maruti Suzuki,A-Star,Petrol,170000,1.7
2009,Maruti Suzuki,A-Star,Petrol,96000,1
2009,Maruti Suzuki,A-Star,Petrol,22000,2
2009,Maruti Suzuki,A-Star,Petrol,46000,1.7
2009,Maruti Suzuki,Estilo,Petrol,120000,1.3
2009,Maruti Suzuki,Estilo,Petrol,62000,1.45
2009,Maruti Suzuki,Estilo,Petrol,65000,1.25
2009,Maruti Suzuki,Estilo,Petrol,45000,1.21
2009,Maruti Suzuki,Estilo,Petrol,50000,1.25
2009,Maruti Suzuki,Estilo,Petrol,54000,1.98
2009,Maruti Suzuki,Estilo,Petrol,35000,1.99
2009,Maruti Suzuki,Estilo,Petrol,36000,1.6
2009,Maruti Suzuki,Estilo,Petrol,58500,1.75
2009,Maruti Suzuki,Estilo,Petrol,62000,2.5
2009,Maruti Suzuki,Estilo,Petrol,17000,1.65
2009,Maruti Suzuki,Estilo,Petrol,61000,1.15
2009,Maruti Suzuki,Estilo,Petrol,43000,0.9
2009,Maruti Suzuki,Estilo,Petrol,67000,1.3
2009,Maruti Suzuki,Estilo,Petrol,85000,2.05
2009,Maruti Suzuki,Estilo,Petrol,63000,1.5
2009,Maruti Suzuki,Estilo,Petrol,73000,1.8
2009,Maruti Suzuki,Estilo,Petrol,100000,1.5
2009,Maruti Suzuki,Estilo,Petrol,82600,1.38
2009,Maruti Suzuki,Estilo,Petrol,136000,1.2
2009,Maruti Suzuki,Estilo,Petrol,89000,2
2009,Maruti Suzuki,Estilo,CNG,75000,1.65
2009,Maruti Suzuki,Estilo,Petrol,100000,1.9
2009,Maruti Suzuki,Estilo,Petrol,35551,1.07
2009,Maruti Suzuki,Estilo,Petrol,66000,1.55
2009,Maruti Suzuki,Estilo,Petrol,70000,1.35
2009,Maruti Suzuki,Estilo,Petrol,72000,1.85
2009,Maruti Suzuki,Estilo,Petrol,60000,2
2009,Maruti Suzuki,Estilo,Petrol,36167,1.2
2009,Maruti Suzuki,Estilo,Petrol,96000,1.25
2009,Maruti Suzuki,Estilo,Petrol,40000,1.25
2009,Maruti Suzuki,Estilo,Petrol,80000,1.64
2009,Maruti Suzuki,Estilo,Petrol,79000,2.15
2009,Maruti Suzuki,Estilo,Petrol,94412,0.99999
2009,Maruti Suzuki,Estilo,Petrol,71800,2
2009,Maruti Suzuki,Estilo,Petrol,60000,1.25
2009,Maruti Suzuki,Estilo,Petrol,78000,1
2009,Maruti Suzuki,Estilo,Petrol,48000,1.6
2009,Maruti Suzuki,Estilo,Petrol,5000,1.5
2009,Maruti Suzuki,Omni,Petrol,67000,1.85
2009,Maruti Suzuki,Ritz,Diesel,140000,2.1
2009,Maruti Suzuki,Ritz,Diesel,118464,2.82
2009,Maruti Suzuki,Ritz,Diesel,90000,2.65
2009,Maruti Suzuki,Ritz,Diesel,89000,2.55
2009,Maruti Suzuki,Ritz,Petrol,41617,3.3
2009,Maruti Suzuki,Ritz,Petrol,99646,2.94
2009,Maruti Suzuki,Ritz,Petrol,49920,2.05
2009,Maruti Suzuki,Ritz,Petrol,70000,2.35
2009,Maruti Suzuki,Ritz,Petrol,119824,1.52
2009,Maruti Suzuki,Ritz,Petrol,81376,2.3
2009,Maruti Suzuki,Ritz,Petrol,46000,1.95
2009,Maruti Suzuki,Ritz,Petrol,123000,1.6
2009,Maruti Suzuki,Ritz,Petrol,36328,2.2
2009,Maruti Suzuki,Ritz,Petrol,45159,1.55
2009,Maruti Suzuki,Swift,Diesel,144670,3.6
2009,Maruti Suzuki,Swift,Petrol,70169,3.46
2009,Maruti Suzuki,Swift,Petrol,69820,3.54
2009,Maruti Suzuki,Swift,Petrol,26277,2.17
2009,Maruti Suzuki,Swift,Diesel,37000,2.75
2009,Maruti Suzuki,Swift,Diesel,131066,3.25
2009,Maruti Suzuki,SX4,Petrol,77777,3
2009,Maruti Suzuki,SX4,Petrol,100000,2
2009,Maruti Suzuki,SX4,Petrol,75000,1.75
2009,Maruti Suzuki,SX4,Petrol,55000,2.85
2009,Maruti Suzuki,SX4,Petrol,78000,1.9
2009,Maruti Suzuki,SX4,Petrol,20000,3.37
2009,Maruti Suzuki,SX4,Petrol,174000,2.1
2009,Maruti Suzuki,SX4,Petrol,100009,1.5
2009,Maruti Suzuki,SX4,Petrol,110000,2
2009,Maruti Suzuki,SX4,Petrol,90000,2.3
2009,Maruti Suzuki,SX4,Petrol,127000,2.54
2009,Maruti Suzuki,SX4,Petrol,62000,1.8
2009,Maruti Suzuki,SX4,Petrol,85000,1.9
2009,Maruti Suzuki,SX4,Petrol,69300,2.25
2009,Maruti Suzuki,SX4,Petrol,74000,2.35
2009,Maruti Suzuki,SX4,CNG,99209,2.3
2009,Maruti Suzuki,SX4,CNG,68524,2
2009,Maruti Suzuki,SX4,CNG,83000,1.7
2009,Maruti Suzuki,SX4,Petrol,90000,2
2009,Maruti Suzuki,SX4,Petrol,54968,2.65
2009,Maruti Suzuki,SX4,Petrol,73916,2.5
2009,Maruti Suzuki,SX4,Petrol,85000,2.51
2009,Maruti Suzuki,SX4,Petrol,84048,2.45
2009,Maruti Suzuki,SX4,Petrol,72623,3.37
2009,Maruti Suzuki,SX4,Petrol,43329,2
2009,Maruti Suzuki,SX4,Petrol,109000,2
2009,Maruti Suzuki,SX4,Petrol,72000,1.75
2009,Maruti Suzuki,SX4,Petrol,88000,1.49
2009,Maruti Suzuki,SX4,Petrol,123000,2
2009,Maruti Suzuki,SX4,Petrol,82000,2.34
2009,Maruti Suzuki,SX4,Petrol,75000,2.35
2009,Maruti Suzuki,SX4,Petrol,164000,2.4
2009,Maruti Suzuki,SX4,Petrol,184000,2.5
2009,Maruti Suzuki,SX4,Petrol,180000,1.8
2009,Maruti Suzuki,SX4,Petrol,85000,2.7
2009,Maruti Suzuki,Wagon R,Petrol,16945,1.85
2009,Maruti Suzuki,Wagon R,Petrol,52678,2.05
2009,Maruti Suzuki,Wagon R,Petrol,97000,2.25
2009,Maruti Suzuki,Zen,Petrol,110000,1.2
2009,Mercedes-Benz,200,Petrol,82000,4.5
2009,Mercedes-Benz,C-Class,Petrol,13000,6.75
2009,Mercedes-Benz,C-Class,Petrol,53000,5.5
2009,Mercedes-Benz,E-Class,Diesel,73000,7.5
2009,Mercedes-Benz,E-Class,Petrol,127000,6.7
2009,Mercedes-Benz,E-Class,Petrol,127000,6.7
2009,Mercedes-Benz,E-Class,Diesel,74000,12
2009,Mercedes-Benz,M-Class,Petrol,100000,5.9
2009,Mercedes-Benz,M-Class,Diesel,89000,8.8
2009,Mercedes-Benz,M-Class,Diesel,103000,9.75
2009,Mercedes-Benz,S-Class,Diesel,94000,15.5
2009,Mercedes-Benz,S-Class,Diesel,50000,17.5
2009,Mercedes-Benz,S-Class,Diesel,71000,15
2009,Mercedes-Benz,S-Class,Diesel,94000,15.75
2009,Mercedes-Benz,S-Class,Petrol,73000,18
2009,Mercedes-Benz,S-Class,Petrol,96000,9.5
2009,Mitsubishi,Montero,Diesel,160000,12
2009,Mitsubishi,Outlander,Petrol,58000,6.5
2009,Mitsubishi,Outlander,Petrol,95018,4
2009,Mitsubishi,Outlander,Petrol,104000,5
2009,Mitsubishi,Outlander,Petrol,112000,7.14
2009,Mitsubishi,Outlander,Petrol,71000,4.8
2009,Mitsubishi,Pajero,Diesel,125797,5.5
2009,Mitsubishi,Pajero,Diesel,170000,6.3
2009,Mitsubishi,Pajero,Diesel,75000,5.9
2009,Mitsubishi,Pajero,Diesel,85000,7.5
2009,Mitsubishi,Pajero,Diesel,129000,5.5
2009,Mitsubishi,Pajero,Diesel,110000,7
2009,Mitsubishi,Pajero,Diesel,146000,7
2009,Mitsubishi,Pajero,Diesel,50000,5.2
2009,Mitsubishi,Pajero,Diesel,190000,6.5
2009,Mitsubishi,Pajero,Diesel,150755,3.34
2009,Nissan,Teana,Petrol,40000,5
2009,Nissan,X-Trail,Diesel,145000,7
2009,Nissan,X-Trail,Diesel,105000,6
2009,Porsche,Cayenne,Petrol,41700,11.5
2009,Skoda,Fabia,Petrol,62000,1.7
2009,Skoda,Fabia,Petrol,29000,1.94
2009,Skoda,Fabia,Petrol,48000,2.3
2009,Skoda,Fabia,Petrol,100000,1.9
2009,Skoda,Fabia,Diesel,54000,2.2
2009,Skoda,Fabia,Petrol,130000,2
2009,Skoda,Fabia,Petrol,24000,2.63
2009,Skoda,Fabia,Petrol,100000,1.8
2009,Skoda,Fabia,Petrol,47000,2.4
2009,Skoda,Fabia,Petrol,106000,2
2009,Skoda,Fabia,Diesel,150000,2.2
2009,Skoda,Fabia,Petrol,115000,1.2
2009,Skoda,Fabia,Petrol,81000,1.8
2009,Skoda,Fabia,Petrol,95000,2.65
2009,Skoda,Fabia,Diesel,90000,2.8
2009,Skoda,Fabia,Petrol,49065,2.5
2009,Skoda,Fabia,Diesel,120000,1.85
2009,Skoda,Laura,Petrol,78800,3
2009,Skoda,Laura,Diesel,99321,4.25
2009,Skoda,Laura,Diesel,76000,3.5
